"Q1","Q2","Q3","Q4","Q5AF1","Q5BF1","Q5CF1","Q5DF1","Q5AF2","Q5BF2","Q5CF2","Q5DF2","Q6A","Q6B","RELIG","BORN","QNO","CASEID","SEX","HEADHH","EMPLOY","PARTY","PARTYLN","PARTYFUL","OCCUP","MARITAL","OWN","HHNUM","CHILD1","CHILD2","CHILD3","EDUC","AGE","HISP","RACE1","RACE2","RACE3","RACE4","INC1","INC2","INC3","WEIGHT","TIMEZONE","STATE","METRO","DIVISION","REGION","INTDATE"
"Strongly oppose ","Mostly agree ","Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Completely agree ","Yes ","No ","Protestant ","No ",328015879,15879,"Female ","No ","Student ","Democrat ",NA,"Democrat ",NA,"Single and never been married ","Own ","Four ","No ","No ","No ","Some college, but no degree ","21-24 ","No ","Black/African-american ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",3.2587,"Central","WISCONSIN","In Center City of Metropolitan Area ","East North Central","Midwest ",81411
"Strongly oppose ","Mostly disagree ","Favor ","Know what term means ",NA,NA,NA,NA,"Mostly agree ","Mostly agree ","Mostly agree ","Mostly agree ","No ","No ","Protestant ","Yes ",328015891,15891,"Female ","Yes ","Retired ","Republican ",NA,"Republican ",NA,"Widowed ","Own ","One ",NA,NA,NA,"Some college, but no degree ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.2611,"Mountain","COLORADO","In Non-Metropolitan Area ","Mountain","West ",81411
"Strongly favor ",NA,"Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Mostly agree ","Don't know/Refused ","Mostly disagree ","Yes ","No ","Christian or 'Just Christian' ","No ",328015925,15925,"Female ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Widowed ","Own ","Four ","Yes ","No ","No ","Some college, but no degree ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$50,000 but less than $60,000 ",0.4889,"Central","MISSOURI","In Non-Metropolitan Area ","West North Central","Midwest ",81411
"Favor ",NA,"Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Mostly agree ","Mostly agree ","Don't know/Refused ","Yes ","No ","Catholic ",NA,328015926,15926,"Female ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","White collar -- professional, managerial, owner ","Divorced ","Own ","One ",NA,NA,NA,"Postgraduate Degree, such as Master's, PH.D., MD, JD ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",0.6145,"Eastern","KENTUCKY","Inside Suburban County of Metropolitan Area ","East South Central","South ",81411
"Strongly oppose ","Completely disagree ","Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Mostly disagree ","No ","No ","Protestant ","Yes ",328015936,15936,"Female ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",0.8479,"Eastern","MARYLAND","Inside Suburban County of Metropolitan Area ","South Atlantic","South ",81411
"Favor ",NA,"Favor ","Know what term means ",NA,NA,NA,NA,"Mostly agree ","Mostly agree ","Don't know/Refused ","Don't know/Refused ","No ","No ","Catholic ",NA,328015946,15946,"Male ","Yes ","Employed full time ","Independent ","Neither/Other ","Independent ","White collar -- professional, managerial, owner ","Married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",0.5513,"Central","WISCONSIN","Inside Suburban County of Metropolitan Area ","East North Central","Midwest ",81411
"Strongly oppose ","Completely disagree ","Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Completely agree ","No ","No ","Catholic ",NA,328015949,15949,"Male ","Yes ","Employed full time ","Independent ","Neither/Other ","Independent ","Service worker ","Living as married ","Own ","Four ","No ","Yes ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","35-39 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$50,000 but less than $60,000 ",1.1551,"Eastern","WEST VIRGINIA","In Non-Metropolitan Area ","South Atlantic","South ",81411
"Strongly oppose ","Completely disagree ","Favor ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Completely disagree ","Yes ","Don't know/Refused ","Protestant ","Yes ",328015951,15951,"Female ","Yes ","Retired ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ",NA,"Widowed ","Rent ","One ",NA,NA,NA,"Some college, but no degree ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.4171,"Central","MISSOURI","In Non-Metropolitan Area ","West North Central","Midwest ",81411
"Strongly oppose ","Completely disagree ","Favor ","Never heard of term ",NA,NA,NA,NA,"Completely agree ","Mostly disagree ","Mostly agree ","Mostly disagree ","No ","No ","Protestant ","Yes ",328015975,15975,"Female ","Yes ","Retired ","Independent ","Republican ","Independent-lean Republican ",NA,"Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",0.4239,"Central","TEXAS","In Center City of Metropolitan Area ","West South Central","South ",81411
"Strongly oppose ","Completely disagree ","Oppose ","Never heard of term ",NA,NA,NA,NA,"Mostly agree ","Completely disagree ","Mostly agree ","Mostly agree ","Yes ","No ","Nothing in particular ",NA,328015983,15983,"Male ","No ","Retired ","Democrat ",NA,"Democrat ",NA,"Divorced ","Rent ","Five ","No ","Yes ","No ","High school incomplete (grades 9, 10, 11) ","40-44 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$25,000 but less than $30,000 ",NA,1.9714,"Eastern","OHIO","In Non-Metropolitan Area ","East North Central","Midwest ",81411
"Favor ",NA,"Oppose ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Mostly agree ","Completely agree ","Mostly agree ","No ","No ","Catholic ",NA,328015984,15984,"Female ","Yes ","Homemaker ","Independent ","Democratic ","Independent-lean Democratic ",NA,"Widowed ","Rent ","Two ","No ","No ","Yes ","Associates degree ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$25,000 but less than $30,000 ",NA,0.618,"Eastern","NEW YORK","In Non-Metropolitan Area ","Middle Atlantic","North East ",81411
"Favor ",NA,"Favor ","Know what term means ",NA,NA,NA,NA,"Mostly agree ","Mostly agree ","Mostly agree ","Mostly agree ","Yes ","No ","Nothing in particular ",NA,328016012,16012,"Male ","Yes ","Employed full time ","Other party ","Republican ","Independent-lean Republican ","White collar -- professional, managerial, owner ","Divorced ","Own ","Three ","No ","No ","Yes ","College graduate/Bachelors degree ","45-49 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",0.7446,"Pacific","WASHINGTON","Outside Center City, Inside Center City County ","Pacific","West ",81411
"Strongly oppose ","Completely disagree ","Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Mostly agree ","Yes ","No ","Protestant ","Yes ",328016013,16013,"Female ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","White collar -- professional, managerial, owner ","Married ","Own ","Two ","No ","No ","No ","College graduate/Bachelors degree ","60-64 ","No ","Black/African-american ",NA,NA,NA,"$50,000 or more ",NA,"$75,000 but less than $100,000 ",0.4254,"Central","ALABAMA","In Center City of Metropolitan Area ","East South Central","South ",81411
"Strongly oppose ","Completely agree ","Oppose ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Mostly agree ","Mostly agree ","Mostly disagree ","Don't know/Refused ","Yes ","Don't know/Refused ","Catholic ",NA,328016036,16036,"Female ","No ","Homemaker ","Republican ",NA,"Republican ",NA,"Married ","Rent ","Four ","No ","Yes ","No ","Associates degree ","35-39 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$30,000 but less than $35,000 ",NA,2.2387,"Central","TENNESSEE","In Non-Metropolitan Area ","East South Central","South ",81411
"Strongly oppose ","Completely disagree ","Favor ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Mostly agree ","Mostly agree ","Completely agree ","Mostly disagree ","Don't know/Refused ","Don't know/Refused ","Protestant ","Yes ",328016039,16039,"Male ","Yes ","Employed full time ","Republican ",NA,"Republican ","Blue collar -- craftsmen/Foremen ","Married ","Own ","Five ","No ","No ","Yes ","Associates degree ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$40,000 but less than $50,000 ",NA,0.6209,"Mountain","NEBRASKA","In Non-Metropolitan Area ","West North Central","Midwest ",81411
"Strongly favor ",NA,"Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Mostly agree ","Completely agree ","Mostly agree ","Yes ","No ","Protestant ","No ",328016043,16043,"Female ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","Blue collar -- semiskilled, unskilled ","Living as married ","Own ","Two ","No ","No ","No ","College graduate/Bachelors degree ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",0.518,"Eastern","NORTH CAROLINA","In Center City of Metropolitan Area ","South Atlantic","South ",81411
"Oppose ","Completely agree ","Oppose ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Mostly disagree ","Completely disagree ","Mostly agree ","Yes ","No ","Protestant ","No ",328016063,16063,"Female ","No ","Employed part time ","Republican ",NA,"Republican ","White collar -- sales, clerical ","Widowed ","Own ","Five ","No ","No ","Yes ","Some college, but no degree ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,0.6416,"Eastern","GEORGIA","In Non-Metropolitan Area ","South Atlantic","South ",81411
"Strongly oppose ","Completely disagree ","Oppose ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Don't know/Refused ","Completely disagree ","Completely disagree ","Yes ","No ","Protestant ","Yes ",328016070,16070,"Female ","Yes ","Employed full time ","Republican ",NA,"Republican ","White collar -- sales, clerical ","Married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,0.4889,"Central","KANSAS","In Non-Metropolitan Area ","West North Central","Midwest ",81411
"Oppose ","Completely disagree ","Favor ","Know what term means ","Mostly agree ","Mostly agree ","Completely disagree ","Mostly agree ",NA,NA,NA,NA,"Yes ","Yes ","Protestant ","Yes ",328016109,16109,"Female ","Yes ","Retired ","Don't know/Refused ","Republican ","Independent-lean Republican ",NA,"Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","65-69 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Refused [unspecified after less than $50,000] ",NA,0.8479,"Eastern","FLORIDA","Outside Center City, Inside Center City County ","South Atlantic","South ",81411
"Strongly favor ",NA,"Favor ","Know what term means ","Mostly agree ","Mostly agree ","Mostly agree ","Mostly agree ",NA,NA,NA,NA,"Yes ","No ","Nothing in particular ",NA,328016127,16127,"Male ","Yes ","Retired ","Republican ",NA,"Republican ",NA,"Single and never been married ","Rent ","One ",NA,NA,NA,"Some college, but no degree ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$25,000 but less than $30,000 ",NA,0.3452,"Pacific","CALIFORNIA","Outside Center City, Inside Center City County ","Pacific","West ",81411
"Oppose ","Completely disagree ","Favor ","Know what term means ","Mostly disagree ","Mostly agree ","Mostly disagree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Refused ",NA,328016234,16234,"Female ","Yes ","Not currently employed ","Democrat ",NA,"Democrat ",NA,"Divorced ","Rent ","One ",NA,NA,NA,"Associates degree ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.8243,"Central","MINNESOTA","In Non-Metropolitan Area ","West North Central","Midwest ",81411
"Strongly oppose ","Mostly agree ","Favor ","Know what term means ","Completely agree ","Mostly agree ","Completely agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Jewish ",NA,328016267,16267,"Female ","Yes ","Not currently employed ","Independent ","Republican ","Independent-lean Republican ",NA,"Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$35,000 but less than $40,000 ",NA,0.7573,"Central","WISCONSIN","In Non-Metropolitan Area ","East North Central","Midwest ",81411
"Strongly oppose ","Mostly agree ","Oppose ","Know what term means ","Mostly agree ","Mostly agree ","Mostly disagree ","Mostly agree ",NA,NA,NA,NA,"Yes ","No ","Nothing in particular ",NA,328016273,16273,"Male ","No ","Not currently employed ","Independent ","Republican ","Independent-lean Republican ",NA,"Single and never been married ","Own ","Two ","No ","No ","No ","High school incomplete (grades 9, 10, 11) ","18-20 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",1.8869,"Central","TEXAS","Outside Center City, Inside Center City County ","West South Central","South ",81411
"Strongly oppose ","Completely disagree ","Favor ","Heard of it, but not sure what it means ","Mostly agree ","Completely disagree ","Mostly disagree ","Mostly agree ",NA,NA,NA,NA,"Yes ","No ","Nothing in particular ",NA,328016290,16290,"Male ","Yes ","Employed full time ","Republican ",NA,"Republican ","Blue collar -- craftsmen/Foremen ","Married ","Own ","Three ","No ","No ","Yes ","High school complete (grade 12) ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$75,000 but less than $100,000 ",1.1208,"Eastern","VIRGINIA","Inside Suburban County of Metropolitan Area ","South Atlantic","South ",81411
"Strongly favor ",NA,"Favor ","Know what term means ","Mostly agree ","Mostly agree ","Mostly agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328016340,16340,"Male ","Yes ","Employed full time ","Independent ","Neither/Other ","Independent ","Blue collar -- craftsmen/Foremen ","Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","45-49 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$75,000 but less than $100,000 ",0.9618,"Eastern","OHIO","Inside Suburban County of Metropolitan Area ","East North Central","Midwest ",81411
"Favor ",NA,"Oppose ","Heard of it, but not sure what it means ","Mostly agree ","Mostly disagree ","Mostly agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328016437,16437,"Male ","Yes ","Employed full time ","Independent ","Democratic ","Independent-lean Democratic ","White collar -- sales, clerical ","Married ","Own ","Four ","Yes ","Yes ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","40-44 ","No ","Black/African-american ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",0.7997,"Eastern","MARYLAND","Inside Suburban County of Metropolitan Area ","South Atlantic","South ",81411
"Don't know/Refused ","Mostly agree ","Favor ","Know what term means ","Mostly agree ","Mostly agree ","Mostly agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328016496,16496,"Male ","Yes ","Not currently employed ","Independent ","Republican ","Independent-lean Republican ",NA,"Single and never been married ","Rent ","Two ","No ","No ","No ","High school complete (grade 12) ","45-49 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$30,000 but less than $35,000 ",NA,0.6022,"Pacific","NEVADA","Outside Center City, Inside Center City County ","Mountain","West ",81411
"Strongly oppose ","Completely disagree ","Oppose ","Heard of it, but not sure what it means ","Mostly disagree ","Mostly disagree ","Mostly disagree ","Completely agree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328016506,16506,"Male ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","Blue collar -- semiskilled, unskilled ","Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,1.2623,"Eastern","GEORGIA","In Non-Metropolitan Area ","South Atlantic","South ",81411
"Strongly oppose ","Completely disagree ","Oppose ","Heard of it, but not sure what it means ","Mostly disagree ","Mostly disagree ","Mostly disagree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Protestant ","Yes ",328016523,16523,"Male ","Yes ","Retired ","Independent ","Neither/Other ","Independent ",NA,"Married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$40,000 but less than $50,000 ",NA,0.3618,"Central","TENNESSEE","In Center City of Metropolitan Area ","East South Central","South ",81411
